City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
212,Chisinau,MD,2021-05-30 23:03:57,47.0056,28.8575,57.63,72,0,6.78
213,Batticaloa,LK,2021-05-30 23:07:28,7.7102,81.6924,79.83,77,70,7.38
214,Chateau-Thierry,FR,2021-05-30 23:07:29,49.05,3.4,59.14,84,0,7.18
215,Opuwo,NA,2021-05-30 23:07:29,-18.0607,13.84,60.82,32,88,5.17
216,Pochutla,MX,2021-05-30 23:06:08,15.7432,-96.4661,80.82,66,77,5.44
217,Xichang,CN,2021-05-30 23:07:30,27.8964,102.2634,65.59,78,95,1.66
218,Turukhansk,RU,2021-05-30 23:07:30,65.8167,87.9833,46.33,87,100,27.25
219,Harper,LR,2021-05-30 23:07:30,4.375,-7.7169,78.17,88,100,8.99
220,Manoel Urbano,BR,2021-05-30 23:07:31,-8.8389,-69.2597,75.52,92,72,2.35
221,Taseyevo,RU,2021-05-30 23:07:31,57.2169,94.8978,39.9,69,10,0.89
222,Taltal,CL,2021-05-30 23:05:35,-25.4,-70.4833,63.9,78,23,5.64
223,Caravelas,BR,2021-05-30 23:07:31,-17.7125,-39.2481,75.2,86,14,6.44
224,Vila,PT,2021-05-30 23:05:54,42.0304,-8.1588,58.08,76,32,3.02
225,Bengkulu,ID,2021-05-30 23:07:32,-3.8004,102.2655,74.17,89,68,3.27
226,Towada,JP,2021-05-30 23:07:32,40.6127,141.2067,54.21,66,60,8.68
227,Sola,VU,2021-05-30 23:06:00,-13.8833,167.55,77.67,89,90,6.91
228,Cabo San Lucas,MX,2021-05-30 23:02:39,22.8909,-109.9124,99.52,50,0,14.74
229,Shakawe,BW,2021-05-30 23:07:33,-18.3667,21.85,54.12,30,52,2.8
230,Hilo,US,2021-05-30 23:02:47,19.7297,-155.09,83.8,83,48,8.01
231,Venado Tuerto,AR,2021-05-30 23:07:33,-33.7456,-61.9688,51.76,53,20,7.96
232,Takoradi,GH,2021-05-30 23:07:34,4.8845,-1.7554,79.02,88,86,6.91
233,Vardo,NO,2021-05-30 23:03:09,70.3705,31.1107,42.46,91,100,17.81
234,Lincoln,US,2021-05-30 23:07:34,40.8,-96.667,63.84,77,75,0.0
235,Lorengau,PG,2021-05-30 23:07:35,-2.0226,147.2712,81.81,83,100,10.04
